raw_frame,learned_contralateral,k6_contralateral,ablated_contralateral,learned_contralateral_pct_hc,k6_reduction_vs_learned_pct,ablation_reduction_vs_learned_pct,fraction_contralateral_points_reduced,removed_mass_vs_reduction_corr
2,4.163576534949515,0.007555978789000772,0.0,5.029741,99.81852191918234,100.0,1.0,0.9812889009199712
7,4.221095382431298,0.007667133609085362,0.0,4.978267,99.81836151722615,100.0,1.0,0.9810383456949411
12,4.27296297638754,0.007796566084817087,0.0,4.930677,99.81753724223914,100.0,1.0,0.9808287038512752
17,4.096565483594038,0.007400738173668307,0.0,5.034862,99.81934285675874,100.0,1.0,0.9814396219628213
